Leap Product,Company ObjectId,Account Name,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,NAICS Code,Primary Classification,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Consolidated Census Bands,Census Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR
JobProgress,,Guardian Roofing and Siding,Partner 65,0011K00002FgKyU,5896,2/10/23,12/19/18,not found,Contractors - Roofing,17,44,748,750,"$5,671 ",19067,Morrisville,PA,Yesenia Romero,Yesenia Romero,748,10-19 employees,10-19 employees,,17,0,748,0
JobProgress,,Capitol Awning,Partner 65,0014100000PBw1x,5461,12/13/22,11/1/17,not found,"Awnings, Canopies & Tarps",8,66,528,750,"$5,665 ",23230,Richmond,VA,Corey Stroup Mishenko,Corey Stroup Mishenko,528,10-19 employees,10-19 employees,,8,0,528,0
JobProgress,,Legacy Exteriors INC,Partner 65,0011K00002ZK1jm,4084,12/13/22,4/4/22,not found,Contractors - Roofing,11,60.5,665.5,500,"$5,640 ",37174,Spring Hill,TN,Colton Temanson,Colton Temanson,665.5,10-19 employees,10-19 employees,,11,0,665.5,0
JobProgress,,Southpaw INC,Partner 65,0011K00002ZN7YV,5182,12/13/22,8/28/19,not found,Contractors - Roofing,11,60.5,690.5,500,"$5,637 ",29861,North Augusta,SC,Sydney Stansell,Sydney Stansell,690.5,10-19 employees,10-19 employees,5,11,0,690.5,0
JobProgress,,Turf Tek USA,Partner 65,0011K00002aO4xF,6089,2/28/23,1/31/23,not found,,13,55,715,0,"$5,596 ",11740,Greenlawn,New York,Francesca Furnells,Francesca Furnells,715,10-19 employees,10-19 employees,,13,0,715,0
JobProgress,,Action Asphalt,Partner 65,0011K00002ZN7Kl,3791,12/13/22,9/2/22,not found,,8,65,520,500,"$5,578 ",72702,Fayettville,AR,Christopher Cielo,Christopher Cielo,520,1-9 employees,5-9 employees,,8,0,520,0
Leap,j0CBjMOUhZ,King Kong Coatings LLC,Premium 2021,0011K00002VNUhQ,3417,10/30/23,5/12/22,not found,Contractors - Concrete,3,99,297,500,"$5,549 ",76706,Robinson,TX,Christopher Cielo,Christopher Cielo,297,1-9 employees,1-4 employees,2,0,3,0,297
Leap,oT0uHYkbAq,Bath Factory,Premium 2021,0011K00002VL3Uk,3358,10/25/23,3/25/22,not found,Contractors - Building,3,99,297,500,"$5,549 ",,,PA,Christopher Cielo,Christopher Cielo,297,1-9 employees,1-4 employees,3,0,3,0,297
JobProgress,,First Choice Exteriors LLC,Partner 65,0011K00002ZN7Ir,5064,12/13/22,2/12/20,not found,Contractors - Roofing,10,60.5,605,500,"$5,545 ",17307,Biglerville,PA,Corey Stroup Mishenko,Corey Stroup Mishenko,605,10-19 employees,10-19 employees,,10,0,605,0
JobProgress,,Denver Roof Pros LLC,Partner 65,0011K00002ZKRsN,5523,12/13/22,4/10/17,not found,Contractors - Roofing,15,55,825,500,"$5,542 ",80128,Littleton,CO,Colton Temanson,Colton Temanson,825,10-19 employees,10-19 employees,,15,0,825,0
JobProgress,,TriVAN Roofing,Partner 65,0011K00002ZN7r2,5329,12/13/22,12/7/22,238160,Contractors - Roofing,10,65,650,500,"$5,531 ",76051,Grapevine,TX,Colton Temanson,Colton Temanson,650,10-19 employees,10-19 employees,,10,0,650,0
JobProgress,,ExteriorPros,Partner 65,0011K00002ZN7UP,5456,12/13/22,3/20/18,not found,Contractors - Roofing,10,55,550,500,"$5,527 ",20601,Waldorf,MD,Francesca Furnells,Francesca Furnells,550,10-19 employees,10-19 employees,,10,0,550,0
JobProgress,,C&D Home Solutions,Partner 65,0011K00002ZN886,5207,12/13/22,8/21/19,not found,Glass Products & Services,9,55,620,500,"$5,514 ",35216,Hoover,AL,Colton Temanson,Colton Temanson,620,1-9 employees,5-9 employees,,9,0,620,0
Leap,46gEu7X1H3,Color Wise Contracting,Premium 2020,0011K00002LUlAh,2727,10/16/23,11/16/20,not found,Contractors - Painting,1,125,125,1250,"$5,500 ",40383,Versailles,KY,Sydney Phillips,Sydney Phillips,125,1-9 employees,1-4 employees,1,0,1,0,125
Leap,3eCPoQm4uZ,Ultimate Baths LLC,Enterprise 2021,0011K00002b2kJv,6104,10/29/23,2/6/23,not found,,5,112.5,562.5,1000,"$5,500 ",,,PA,Christopher Cielo,Christopher Cielo,562.5,1-9 employees,5-9 employees,3,0,5,0,562.5
JobProgress,,March Roofing,Partner 65,0011K00002ZN7Ei,4214,12/13/22,12/22/21,not found,Contractors - Roofing,9,60.5,544.5,500,"$5,485 ",76020,Azle,TX,Christopher Cielo,Christopher Cielo,544.5,10-19 employees,10-19 employees,,9,0,544.5,0
Leap,2fEjzTYQ2J,Luxury Bath Technologies Pacific Coast,SalesPro Team 2023,0011K000029gKqe,6488,10/13/23,4/13/23,not found,Glass Products & Services,8,99,792,1500,"$5,485 ",91355,Valencia,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,792,1-9 employees,5-9 employees,7,0,8,0,792
Leap,zwL3XoPtPj,JNR Home Improvements,Premium 2021,0014100001fcgwh,2895,10/20/23,4/20/21,not found,Contractors - Building,6,79.2,475.2,0,"$5,468 ",93550-3251,Palmdale,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,475.2,10-19 employees,10-19 employees,5,0,6,0,475.2
Leap,mrv7Q9bUT5,America's Home Pros,Premium 2021,0011K00002VO4TK,3462,10/30/23,6/7/22,not found,Contractors - Building,4,99,396,1500,"$5,459 ",,,AZ,Corey Stroup Mishenko,Corey Stroup Mishenko,396,1-9 employees,1-4 employees,,0,4,0,396
Leap,VAIknHqZiE,All American home renovators,Premium 2021,0011K00002XxGW1,3525,11/3/23,8/3/22,not found,Construction Supplies & Services,3,99,297,1000,"$5,455 ",75024,Plano,TX,Corey Stroup Mishenko,Corey Stroup Mishenko,297,1-9 employees,1-4 employees,,0,3,0,297
JobProgress,,Salinas Roofing,Partner 65,0011K00002ZN7w0,4614,12/13/22,12/7/22,not found,Contractors - Roofing,8,65,520,500,"$5,454 ",43623,Toledo,OH,Francesca Furnells,Francesca Furnells,520,1-9 employees,5-9 employees,4,8,0,520,0
JobProgress,,"Expert Roofing Services, LLC.",Partner 65,0011K00002ZN89T,5285,12/13/22,4/18/19,not found,Contractors - Roofing,9,60.5,544.5,500,"$5,423 ",97402,Eugene,OR,Francesca Furnells,Francesca Furnells,544.5,1-9 employees,5-9 employees,,9,0,544.5,0
JobProgress,,Danny Bogart Roofing LLC,Partner 65,0011K00002ZN7l5,5401,12/13/22,9/14/18,not found,Contractors - Roofing,10,55,550,500,"$5,419 ",76033,Cleburne,TX,Colton Temanson,Colton Temanson,550,10-19 employees,10-19 employees,,10,0,550,0
JobProgress,,Simple Solutions,Partner 65,0011K00002ZN7x3,4645,12/13/22,1/20/22,not found,Contractors - Building,1,55,55,500,"$5,411 ",20678,Prince Frederick,MD,Sydney Phillips,Sydney Phillips,55,10-19 employees,10-19 employees,,1,0,55,0
JobProgress,,"Streamline Enterprises, Inc",Partner 65,0011K00002H50dC,5868,2/10/23,4/15/20,not found,Contractors - Building,13,44,572,750,"$5,393 ",48910,Lansing,MI,Colton Temanson,Colton Temanson,572,10-19 employees,10-19 employees,,13,0,572,0
JobProgress,,Roofing Brothers of Florida,Partner 65,0011K00002aOCxa,5996,2/20/23,2/5/22,not found,,9,60.5,544.5,500,"$5,390 ",32765,Oviedo,FL,Christopher Cielo,Christopher Cielo,544.5,1-9 employees,5-9 employees,,9,0,544.5,0
JobProgress,,Hershey Exteriors,Partner 65,0011K00002ZN8AE,5462,12/13/22,2/16/18,not found,Contractors - Roofing,11,60.5,665.5,500,"$5,364 ",19970,Ocean View,DE,Corey Stroup Mishenko,Corey Stroup Mishenko,665.5,10-19 employees,10-19 employees,,11,0,665.5,0
JobProgress,,KD Roofing,Partner 65,0011K00002ZN7Q1,5075,12/13/22,1/30/20,not found,Contractors - Roofing,9,55,545,500,"$5,360 ",83642,Meridian,ID,Francesca Furnells,Francesca Furnells,545,10-19 employees,10-19 employees,,9,0,545,0
JobProgress,,Roofing and More llc,Partner 65,0011K00002ZJpmc,5827,2/10/23,11/11/22,not found,Contractors - Roofing,17,65,1105,500,"$5,359 ",92879,Corona,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,1105,10-19 employees,10-19 employees,2,17,0,1105,0
JobProgress,,Bright Side Roofing,Partner 65,0011K00002ZN8BV,5500,12/13/22,6/22/22,not found,Contractors - Roofing,11,60.5,665.5,500,"$5,353 ",19901,Dover,DE,Francesca Furnells,Francesca Furnells,665.5,10-19 employees,10-19 employees,7,11,0,665.5,0
JobProgress,yuSj9p4W5j,American Siding and Roofing,Partner 65,0011K000025kuc7,5370,12/13/22,4/28/20,not found,Contractors - Roofing,9,60.5,544.5,500,"$5,346 ",45338,Lewisburg,OH,Francesca Furnells,Francesca Furnells,544.5,1-9 employees,5-9 employees,0,9,0,544.5,0
JobProgress,,American Roofing of Jacksonville,Partner 65,0011K00002ZN7om,4675,12/13/22,1/27/21,not found,Contractors - Roofing,9,60.5,544.5,500,"$5,344 ",32216,Jacksonville,FL,Colton Temanson,Colton Temanson,544.5,50-249 employees,100-249 employees,,9,0,544.5,0
JobProgress,,AMC Painting LLC,Partner 65,0011K00002ZN7dQ,5331,12/13/22,2/27/19,not found,Contractors - Painting,9,60.5,544.5,500,"$5,344 ",80909,Colorado Springs,CO,Christopher Cielo,Christopher Cielo,544.5,1-9 employees,5-9 employees,,9,0,544.5,0
JobProgress,,County Action Restoration,Partner 65,0011K00002ZN7Sq,5132,12/13/22,11/27/19,not found,Fire & Water - Damage & Restoration,9,60.5,544.5,500,"$5,344 ",19382,West Chester,PA,Francesca Furnells,Francesca Furnells,544.5,10-19 employees,10-19 employees,,9,0,544.5,0
JobProgress,,Titan Restoration and Construction,Partner 65,0011K00002ZN7kd,4183,12/13/22,1/10/22,not found,Contractors - Roofing,8,60.5,509,500,"$5,334 ",37122,Mt Juliet,TN,Corey Stroup Mishenko,Corey Stroup Mishenko,509,10-19 employees,10-19 employees,,8,0,509,0
JobProgress,,ProBuild Services LLC,Partner 65,0011K00002ZN7u4,4526,12/13/22,4/21/21,not found,Contractors - Building,9,60.5,544.5,500,"$5,333 ",63376,St. Peters,MO,Corey Stroup Mishenko,Corey Stroup Mishenko,544.5,1-9 employees,5-9 employees,,9,0,544.5,0
JobProgress,,Cherry Roofing,Partner 65,0011K00002b0tBh,6120,3/10/23,2/10/23,238160,,12,55,660,0,"$5,333 ",98665,Vancouver,WA,Colton Temanson,Colton Temanson,660,10-19 employees,10-19 employees,,12,0,660,0
JobProgress,HIsO9WCuqf,i5 Exteriors,Leap Team 2023,0011K00002NFrid,6768,7/22/23,6/22/23,not found,Contractors - Roofing,30,59,1770,0,"$5,310 ",98604,Battle Ground,WA,Yesenia Romero,Yesenia Romero,1770,20-49 employees,20-49 employees,,30,0,1770,0
JobProgress,,American Awning And Blind Co,Partner 65,0011K00002ZN7Te,4873,12/13/22,8/5/20,not found,"Awnings, Canopies & Tarps",9,60.5,544.5,500,"$5,302 ",91605,North Hollywood,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,544.5,10-19 employees,10-19 employees,,9,0,544.5,0
JobProgress,,Sundown Exteriors,Partner 65,0011K00002ZN85r,5195,12/13/22,10/8/20,not found,Contractors - Roofing,9,60.5,544.5,500,"$5,299 ",61701,Bloomington,IL,Francesca Furnells,Francesca Furnells,544.5,50-249 employees,100-249 employees,,9,0,544.5,0
JobProgress,,Bob McKeithen and Sons CCC 057764,Partner 65,0011K00002aMxTR,5908,2/10/23,10/29/18,not found,Contractors - Roofing,7,77,539,1000,"$5,292 ",32305,TALLAHASSEE,FL,Christopher Cielo,Christopher Cielo,539,10-19 employees,10-19 employees,,7,0,539,0
JobProgress,,Timco Construction,Partner 65,0011K00002ZN7Lf,4458,12/13/22,11/15/21,not found,Contractors - Concrete,12,55,660,500,"$5,288 ",37127,Murfreesboro,TN,Yesenia Romero,Yesenia Romero,660,10-19 employees,10-19 employees,,12,0,660,0
JobProgress,,Hunt Riggs Roofing CO.,Partner 65,0011K00002ZNUfU,5581,12/21/22,11/21/22,not found,,12,65,780,0,"$5,288 ",28405,Wilmington,North Carolina,Francesca Furnells,Francesca Furnells,780,10-19 employees,10-19 employees,,12,0,780,0
JobProgress,,Dinverno Remodeling and Construction Inc.,Partner 65,0011K00002aMxU0,5916,2/10/23,10/26/18,not found,,12,44,528,750,"$5,284 ",48076,Southfield,MI,Christopher Cielo,Christopher Cielo,528,10-19 employees,10-19 employees,,12,0,528,0
JobProgress,,All American Roofing LLC,Partner 65,0011K00002ZN7Ej,4544,12/13/22,4/12/21,not found,Contractors - Roofing,11,60.5,665.5,500,"$5,278 ",68847,Kearney,NE,Francesca Furnells,Francesca Furnells,665.5,10-19 employees,10-19 employees,,11,0,665.5,0
Leap,kDTJdUXSFA,Rehco,Premium 2020,0011K00002JVgzX,2419,10/27/23,3/27/20,not found,Contractors - Roofing,1,125,125,0,"$5,275 ",,,MD,Francesca Furnells,Francesca Furnells,125,250+ employees,1000+ employees,1,0,1,0,125
JobProgress,,National Restoration LLC,Partner 65,0011K00002YK9pT,5109,12/13/22,11/14/21,not found,Fire & Water - Damage & Restoration,9,60.5,544.5,500,"$5,271 ",28079,Indian Trail,North Carolina,Francesca Furnells,Francesca Furnells,544.5,1-9 employees,5-9 employees,8,9,0,544.5,0
JobProgress,,Cost Saver Windows Roofing & Siding,Partner 65,0011K00002aMxTb,5909,2/10/23,5/29/18,not found,,15,44,660,750,"$5,257 ",45249,Cincinnati,OH,Colton Temanson,Colton Temanson,660,10-19 employees,10-19 employees,7,15,0,660,0
JobProgress,,AAA Renovations,Partner 65,0011K00002ZN7KR,4940,12/13/22,5/29/20,not found,Contractors - Building,8,60.5,534,500,"$5,251 ",49097,Vicksburg,MI,Francesca Furnells,Francesca Furnells,534,1-9 employees,5-9 employees,,8,0,534,0
JobProgress,,Douglas Construction,Partner 65,0011K00002YMO3o,5863,2/10/23,5/20/20,not found,Contractors - Roofing,15,44,660,750,"$5,245 ",30518,Buford,GA,Corey Stroup Mishenko,Corey Stroup Mishenko,660,10-19 employees,10-19 employees,,15,0,660,0
Both,lpmFG9pK5N,Adams Construction,Leap Team 2023,0011K00002ZNdAO,6582,6/5/23,5/5/23,not found,,12,79,948,0,"$5,231 ",55447,Plymouth,Minnesota,Sydney Stansell,Sydney Stansell,1245,10-19 employees,10-19 employees,,12,3,948,297
JobProgress,,J&J Roofing and Construction,Partner 65,0011K00002ZN7VT,3901,12/13/22,6/16/22,not found,Contractors - Roofing,11,60.5,665.5,500,"$5,224 ",98661,Vancouver,WA,Colton Temanson,Colton Temanson,665.5,10-19 employees,10-19 employees,,11,0,665.5,0
JobProgress,,"Savy & Sons, LLC",Partner 65,0011K00002ZN89E,5284,12/13/22,5/9/19,not found,Contractors - Building,10,60.5,605,500,"$5,223 ",6231,Amston,CT,Corey Stroup Mishenko,Corey Stroup Mishenko,605,10-19 employees,10-19 employees,,10,0,605,0
Both,pwwfCoHPP1,J & E Structures,Enterprise 2021,0011K00002ZN7sx,5823,10/30/23,1/10/23,not found,Contractors - Roofing,3,112.5,337.5,1500,"$5,200 ",16823,Bellefonte,PA,Colton Temanson,Colton Temanson,865,1-9 employees,5-9 employees,2,5,3,527.5,337.5
JobProgress,ZlvCKohDBd,Fisher's Roofing Services LLC,Partner 65,0011K00002ZK6NH,4206,12/13/22,2/1/22,not found,Contractors - Roofing,8,60.5,484,500,"$5,193 ",28403,Wilmington,NC,Francesca Furnells,Francesca Furnells,484,10-19 employees,10-19 employees,,8,0,484,0
JobProgress,,Ascension Roofing,Partner 65,0011K00002ZN89A,5308,12/13/22,3/6/19,not found,Contractors - Roofing,9,60.5,544.5,500,"$5,189 ",55040,Isanti,MN,Corey Stroup Mishenko,Corey Stroup Mishenko,544.5,1-9 employees,5-9 employees,,9,0,544.5,0
JobProgress,,Helping Hands General Contracting,Partner 65,0011K00002aMxPo,5854,2/10/23,4/18/22,not found,,14,49.5,693,750,"$5,175 ",37129,Murfreesboro,TN,Colton Temanson,Colton Temanson,693,10-19 employees,10-19 employees,,14,0,693,0
JobProgress,,Hilty Buildings LLC,Partner 65,0011K00002ZN7NA,3720,12/13/22,10/24/22,not found,Contractors - Building,8,65,520,500,"$5,162 ",46725,Columbia City,IN,Christopher Cielo,Christopher Cielo,520,1-9 employees,5-9 employees,,8,0,520,0
JobProgress,,"Labelle Well Drilling & Water Systems, Inc.",Partner 65,0011K00002ZN7UM,4247,12/13/22,12/7/21,not found,"Water Well, Pipe Line & Drilling Services",12,60.5,726,500,"$5,159 ",33905,Fort Myers,FL,Christopher Cielo,Christopher Cielo,726,10-19 employees,10-19 employees,,12,0,726,0
JobProgress,,Ideal Precision Roofing and Exteriors LLC,Partner 65,0011K00002ZN8AR,5372,12/13/22,10/12/18,not found,Contractors - Roofing,11,50,550,500,"$5,151 ",78216,San Antonio,TX,Corey Stroup Mishenko,Corey Stroup Mishenko,550,10-19 employees,10-19 employees,,11,0,550,0
JobProgress,,"Drywall, Inc.",Partner 65,0011K00002ZN7PV,3788,12/13/22,9/21/22,not found,Contractors - Insulation,6,65,515,500,"$5,150 ",19720,New Castle,DE,Francesca Furnells,Francesca Furnells,515,1-9 employees,5-9 employees,,6,0,515,0
JobProgress,,Good2Go Roofing and Construction LLC,Partner 65,0011K00002ZN7It,3719,12/13/22,9/30/22,not found,Contractors - Roofing,9,65,610,500,"$5,149 ",34689,Tarpon Springs,FL,Christopher Cielo,Christopher Cielo,610,1-9 employees,5-9 employees,,9,0,610,0
JobProgress,,Home Safe Roofing And Construction LLC,Partner 65,0011K00002ZN7Kx,5081,12/13/22,12/31/19,not found,Contractors - Building,11,55,605,500,"$5,135 ",35801,Huntsville,AL,Francesca Furnells,Francesca Furnells,605,10-19 employees,10-19 employees,,11,0,605,0
JobProgress,,Eagle Watch Inc.,Partner 65,0011K00002ZN7Vf,4381,12/13/22,8/24/21,not found,Contractors - Roofing,10,60.5,605,500,"$5,130 ",30263,Newnan,GA,Colton Temanson,Colton Temanson,605,10-19 employees,10-19 employees,,10,0,605,0
Leap,WgQt2kB015,"Peninsula Bath ,LLC",Enterprise 2021,0011K00002ZNpHy,5630,11/2/23,12/2/22,not found,,3,125,375,1500,"$5,125 ",,,MD,Corey Stroup Mishenko,Corey Stroup Mishenko,375,1-9 employees,1-4 employees,2,0,3,0,375
Leap,oz68QqzbPL,"Wood-n-Dreams, inc.",Premium 2020,0011K00002J2PZ6,2451,11/8/23,4/8/20,not found,Home Improvement & Remodeling Services,1,125,125,0,"$5,125 ",,,NJ,Sydney Phillips,Sydney Phillips,125,1-9 employees,1-4 employees,1,0,1,0,125
JobProgress,,A to Z Roofing and Exteriors,Partner 65,0011K00002ZN8Bj,5440,12/13/22,3/29/18,not found,Contractors - Roofing,16,55,880,0,"$5,124 ",80110,Englewood,CO,Yesenia Romero,Yesenia Romero,880,10-19 employees,10-19 employees,,16,0,880,0
JobProgress,,Roof Masters (Sugarland Texas),Partner 65,0011K00002ZN7eM,5231,12/13/22,5/17/22,not found,Contractors - Roofing,10,60.5,605,500,"$5,123 ",77478,Sugar Land,TX,Francesca Furnells,Francesca Furnells,605,10-19 employees,10-19 employees,,10,0,605,0
JobProgress,,Next Energy Solar,Partner 65,0011K00002ZN7nT,4335,12/13/22,10/4/21,not found,Home Improvement & Remodeling Services,1,79,79,500,"$5,118 ",80549,Wellington,CO,Yesenia Romero,Yesenia Romero,79,10-19 employees,10-19 employees,,1,0,79,0
JobProgress,,Reset Roofing,Partner 65,0011K00002ZN7Nq,5306,12/13/22,3/12/19,238160,Contractors - Roofing,10,60.5,605,500,"$5,104 ",30040,Cumming,GA,Colton Temanson,Colton Temanson,605,10-19 employees,10-19 employees,4,10,0,605,0
JobProgress,,Neighborhood Contracting LLC,Partner 65,0011K00002YMViF,4439,12/13/22,7/7/21,not found,,8,60.5,484,500,"$5,101 ",19144,Philadelphia,PA,Corey Stroup Mishenko,Corey Stroup Mishenko,484,1-9 employees,5-9 employees,3,8,0,484,0
Leap,AjoQTxxvUJ,California Energy Consultant Service,SalesPro Team 2023,0011K00002c4huC,6543,10/27/23,4/27/23,not found,,8,94,752,1500,"$5,101 ",,,CA,Jordan Kahlenberg,Jordan Kahlenberg,752,1-9 employees,5-9 employees,,0,8,0,752
Leap,N6ITlQ6sVT,Bath Planet of Orange County,Premium 2019,0011K0000223d6S,1435,11/8/23,1/8/19,not found,Contractors - Building,1,55,55,2000,"$5,100 ",91746,City Of Industry,CA,Sydney Phillips,Sydney Phillips,55,50-249 employees,50-99 employees,3,0,1,0,55
JobProgress,,"Freedom Roofing, Windows and Siding LLC",Partner 65,0011K00002ZN7qi,5239,12/13/22,7/31/19,not found,Contractors - Roofing,15,60.5,907.5,500,"$5,099 ",43469,Woodville,OH,Corey Stroup Mishenko,Corey Stroup Mishenko,907.5,10-19 employees,10-19 employees,,15,0,907.5,0
JobProgress,,Double D Construction,Partner 65,0011K00002aMxUZ,5926,2/10/23,7/18/22,not found,,14,49.5,693,750,"$5,074 ",8854,Piscataway,NJ,Yesenia Romero,Yesenia Romero,693,10-19 employees,10-19 employees,,14,0,693,0
JobProgress,,Green Gable Property Services,Partner 65,0011K00002aMxT2,5901,2/10/23,2/19/19,not found,,17,44,748,750,"$5,066 ",80221,Denver,CO,Jordan Kahlenberg,Jordan Kahlenberg,748,10-19 employees,10-19 employees,,17,0,748,0
Both,tgWN1AfvqG,"Bealing Roofing & Exteriors, Inc",SalesPro Enterprise 2023,0011K00002YLoGL,6406,10/30/23,3/30/23,not found,Contractors - Roofing,5,116,580,1000,"$5,060 ",17331,Hanover,PA,Sydney Stansell,Sydney Stansell,1185,10-19 employees,10-19 employees,5,10,5,605,580
JobProgress,,BOCCIA Inc,Partner 65,0011K00002b3Kfy,6134,3/15/23,2/15/23,not found,,11,65,715,0,"$5,050 ",11040,Garden City Park,NY,Sydney Stansell,Sydney Stansell,715,10-19 employees,10-19 employees,,11,0,715,0
JobProgress,,Tri-County Enterprises,Partner 65,0011K00002YLiLa,5910,2/10/23,9/19/18,not found,Contractors - Roofing,13,44,572,750,"$5,046 ",52402,Cedar Rapids,IA,Colton Temanson,Colton Temanson,572,10-19 employees,10-19 employees,4,13,0,572,0
JobProgress,,Pella Mid-Atlantic,Partner 65,0011K00002ZN7zx,4775,12/13/22,11/13/20,not found,Glass Products & Services,3,55,165,500,"$5,036 ",20705,Beltsville,MD,Francesca Furnells,Francesca Furnells,165,250+ employees,250-499 employees,,3,0,165,0
JobProgress,,"Par One Construction, Inc.",Partner 65,0011K00002ZN8B0,5400,12/13/22,10/22/18,not found,Contractors - Roofing,8,60.5,509,500,"$5,014 ",17316,East Berlin,PA,Corey Stroup Mishenko,Corey Stroup Mishenko,509,10-19 employees,10-19 employees,,8,0,509,0
JobProgress,,Keystone Roofing Systems,Partner 65,0011K00002aLd3v,5765,2/2/23,1/2/23,not found,,9,65,585,0,"$5,009 ",31322,Pooler,GA,Francesca Furnells,Francesca Furnells,585,1-9 employees,5-9 employees,,9,0,585,0
Leap,sVghTPzdIF,Preferred Upgrades,Premium 2020,0011K00002J2v6I,2524,10/15/23,5/15/20,not found,Glass Products & Services,1,125,125,2500,"$5,000 ",32216,Jacksonville,FL,Sydney Phillips,Sydney Phillips,125,50-249 employees,50-99 employees,1,0,1,0,125
Leap,0k7rVZhMaE,Engstrom's ABC Seamless Siding,Premium 2021,0014100001aEUl1,3087,10/28/23,9/28/21,not found,Contractors - Siding,3,89.1,267.3,1500,"$4,975 ",54872,Siren,WI,Corey Stroup Mishenko,Corey Stroup Mishenko,267.3,1-9 employees,1-4 employees,,0,3,0,267.3
JobProgress,,Veenkamp Roofing and Siding,Partner 65,0011K00002ZN7Ri,4668,12/13/22,2/11/21,not found,Contractors - Roofing,9,60.5,544.5,500,"$4,973 ",49505,Grand Rapids,MI,Colton Temanson,Colton Temanson,544.5,1-9 employees,5-9 employees,,9,0,544.5,0
JobProgress,,Paragon Roofing,Partner 65,0011K00002ZN7Me,4813,12/13/22,3/10/22,not found,Contractors - Roofing,9,60.5,544.5,500,"$4,970 ",45432,Dayton,OH,Christopher Cielo,Christopher Cielo,544.5,1-9 employees,5-9 employees,,9,0,544.5,0
Leap,gt1fd0yvtW,Durasash Windows,Premium 2021,0011K00002J3RpZ,3314,11/2/23,3/2/22,423310,Glass Products & Services,2,99,198,1000,"$4,960 ",,Tampa,FL,Daniil Lyalko,Kevin Powell,198,1-9 employees,1-4 employees,,0,2,0,198
JobProgress,,Foam Bear,Partner 65,0011K00002ZN7MN,3799,12/13/22,8/31/22,not found,Contractors - Roofing,9,55,495,500,"$4,959 ",33764,Clearwater,FL,Colton Temanson,Colton Temanson,495,1-9 employees,5-9 employees,,9,0,495,0
JobProgress,,Coastal Outdoor Living LLC,Partner 65,0011K00002aMxNd,5828,2/10/23,11/2/22,not found,,10,45,450,750,"$4,950 ",19958,Lewis,DE,Colton Temanson,Colton Temanson,450,10-19 employees,10-19 employees,,10,0,450,0
JobProgress,,"Rodas Construction, LLC",Partner 65,0011K00002YKTE7,5356,12/13/22,1/10/19,not found,Contractors - Roofing,9,60.5,544.5,500,"$4,942 ",27609,Raleigh,NC,Colton Temanson,Colton Temanson,544.5,1-9 employees,5-9 employees,5,9,0,544.5,0
JobProgress,,Capitol Improvements,Partner 65,0011K00002ZN7ds,4841,12/13/22,9/24/20,not found,Contractors - Roofing,9,55,495,500,"$4,930 ",20720,Bowie,MD,Francesca Furnells,Francesca Furnells,495,1-9 employees,5-9 employees,,9,0,495,0
Both,GPII47i9Nz,A. Fricker Roofing,Partner 65,0011K00002VLyzv,4721,12/13/22,1/11/21,not found,Contractors - Roofing,12,55,660,500,"$4,930 ",74104,Tulsa,OK,Colton Temanson,Colton Temanson,1254,10-19 employees,10-19 employees,,12,6,660,594
Leap,MAXa5Pldhw,"All-Weather Window, Doors & Siding",Premium 2020,0014100001kXA8U,2495,10/29/23,4/29/20,not found,Glass Products & Services,1,123.75,123.75,2500,"$4,928 ",,Overland Park,KS,Sydney Phillips,Sydney Phillips,123.75,10-19 employees,10-19 employees,3,0,1,0,123.75
JobProgress,,McClellands Contracting and Roofing LLC,Partner 65,0011K00002ZN7WV,4693,12/13/22,1/4/21,not found,Contractors - Roofing,11,60.5,665.5,500,"$4,920 ",15244,Pittsburgh,PA,Christopher Cielo,Christopher Cielo,665.5,10-19 employees,10-19 employees,,11,0,665.5,0
JobProgress,,"Spann Roofing And Sheet Metal, Inc.",Partner 65,0011K00002aMxQ3,5859,2/10/23,8/18/20,not found,,10,49.5,495,750,"$4,916 ",29526,Conway,SC,Colton Temanson,Colton Temanson,495,10-19 employees,10-19 employees,,10,0,495,0
Both,I3eDO1Z9HV,Castle Windows - The Window People,SalesPro Enterprise 2023,0011K00002d7o3n,6640,10/18/23,5/18/23,not found,,10,110,1100,500,"$4,900 ",14424,Canandaigua,NY,Yesenia Romero,Yesenia Romero,1810,10-19 employees,10-19 employees,,10,10,710,1100
JobProgress,,Ideal Roofing Solutions,Leap Team 2023,0011K00002brPMK,6316,4/17/23,3/17/23,not found,,10,79,790,0,"$4,873 ",76116,Fort Worth,TX,Christopher Cielo,Christopher Cielo,790,10-19 employees,10-19 employees,,10,0,790,0
JobProgress,,"Burell Built, LLC",Partner 65,0011K00002aMxSn,5899,2/10/23,12/28/18,not found,,10,49.5,495,750,"$4,872 ",37323,Cleveland,TN,Francesca Furnells,Francesca Furnells,495,10-19 employees,10-19 employees,,10,0,495,0
